2361.31149460522,241
2361.51149460522,41
2361.71149460522,41
2361.91149460522,241
2362.21149460522,41
2362.51149460522,241
2362.81149460522,41
2363.11149460522,241
2363.41149460522,41
2363.71149460522,241
2364.01149460522,41
2364.31149460522,241
2364.61149460522,41
2364.91149460522,241
2365.21149460522,41
2365.51149460522,241
2365.81149460522,41
2366.11149460522,241
2366.41149460522,41
2366.71149460522,241
2367.01149460522,41
2367.31149460522,241
2367.61149460522,41
2367.91149460522,241
2368.21149460522,41
2368.51149460522,241
2368.81149460522,41
2369.11149460522,241
2369.41149460522,41
2369.71149460522,241
2370.01149460522,41
2370.31149460522,241
2370.61149460522,41
2370.91149460522,241
2371.21149460522,41
2371.51149460522,241
2371.81149460522,41
2372.11149460522,241
2372.41149460522,41
2372.71149460522,241
2373.01149460522,41
2373.31149460522,241
2373.61149460522,41
2373.91149460522,241
2374.21149460522,41
2374.51149460522,241
2374.81149460522,41
2375.11149460522,241
2375.41149460522,41
2375.71149460522,241
2376.01149460522,41
2376.31149460522,241
2376.61149460522,41
2376.91149460522,241
2377.21149460522,41
2377.51149460522,241
2377.81149460522,41
2378.11149460522,241
2378.41149460522,41
2378.71149460522,241
2379.01149460522,41
2379.31149460522,241
2379.61149460522,41
2379.91149460522,241
2380.21149460522,41
2380.51149460522,241
2380.81149460522,41
2381.11149460522,241
2381.41149460522,41
2381.71149460522,241
2382.01149460522,41
2382.31149460522,241
2382.61149460522,41
2382.91149460522,241
2383.21149460522,41
2383.51149460522,241
2383.81149460522,41
2384.11149460522,241
2384.41149460522,41
2384.71149460522,241
2385.01149460522,41
2385.31149460522,241
2385.61149460522,41
2385.91149460522,241
2386.21149460522,41
2386.51149460522,241
2386.81149460522,41
2387.11149460522,241
2387.41149460522,41
2387.71149460522,241
2388.01149460522,41
2388.31149460522,241
2388.61149460522,41
2388.91149460522,241
2389.21149460522,41
2389.51149460522,241
2389.81149460522,41
2390.11149460522,241
2390.41149460522,41
2390.71149460522,241
2390.91149460522,41
2391.11149460522,41
2391.31149460522,241
2391.51149460522,41
2391.71149460522,41
2391.91149460522,241
2392.11149460522,41
2392.31149460522,41
2392.51149460522,241
2392.71149460522,41
2392.91149460522,41
2393.11149460522,241
2393.31149460522,41
2393.51149460522,41
2393.71149460522,241
2393.91149460522,41
2394.11149460522,41
2394.31149460522,241
2394.51149460522,41
2394.71149460522,41
2395.71149460522,241
2396.71149460522,241
2397.71149460522,241
2398.71149460522,241
2399.71149460522,241
2400.21149460522,241
2400.51149460522,41
2400.81149460522,241
2401.01149460522,41
2401.21149460522,41
2401.41149460522,241
2401.61149460522,41
2401.91149460522,241
2402.21149460522,41
2402.51149460522,241
2402.81149460522,41
2403.11149460522,241
2403.41149460522,41
2403.71149460522,241
2404.01149460522,41
2404.31149460522,241
2404.61149460522,41
2404.91149460522,241
2405.21149460522,41
2405.51149460522,241
2405.81149460522,41
2406.11149460522,241
2406.41149460522,41
2406.71149460522,241
2407.01149460522,41
2407.31149460522,241
2407.61149460522,41
2407.91149460522,241
2408.21149460522,41
2408.51149460522,241
2408.81149460522,41
2409.11149460522,241
2409.41149460522,41
2409.71149460522,241
2410.01149460522,41
2410.31149460522,241
2410.61149460522,41
2410.91149460522,241
2411.21149460522,41
2411.51149460522,241
2411.81149460522,41
2412.11149460522,241
2412.41149460522,41
2412.71149460522,241
2413.01149460522,41
2413.31149460522,241
2413.61149460522,41
2413.91149460522,241
2414.21149460522,41
2414.51149460522,241
2414.81149460522,41
2415.11149460522,241
2415.41149460522,41
2415.71149460522,241
2416.01149460522,41
2416.31149460522,241
2416.61149460522,41
2416.91149460522,241
2417.21149460522,41
2417.51149460522,241
2417.81149460522,41
2418.11149460522,241
2418.41149460522,41
2418.71149460522,241
2419.01149460522,41
2419.31149460522,241
2419.61149460522,41
2419.91149460522,241
2420.21149460522,41
2420.51149460522,241
2420.81149460522,41
2421.11149460522,241
2421.41149460522,41
2421.71149460522,241
2422.01149460522,41
2422.31149460522,241
2422.61149460522,41
2422.91149460522,241
2423.21149460522,41
2423.51149460522,241
2423.81149460522,41
2424.11149460522,241
2424.41149460522,41
2424.71149460522,241
2425.01149460522,41
2425.31149460522,241
2425.61149460522,41
2425.91149460522,241
2426.21149460522,41
2426.51149460522,241
2426.81149460522,41
2427.11149460522,241
2427.41149460522,41
2427.71149460522,241
2428.01149460522,41
2428.31149460522,241
2428.61149460522,41
2428.91149460522,241
2429.21149460522,41
2429.51149460522,241
2429.81149460522,41
2430.11149460522,241
2430.41149460522,41
2430.71149460522,241
2431.01149460522,41
2431.31149460522,241
2431.61149460522,41
2431.91149460522,241
2432.21149460522,41
2432.51149460522,241
2432.81149460522,41
2433.11149460522,241
2433.41149460522,41
2433.71149460522,241
2434.01149460522,41
2434.31149460522,241
2434.61149460522,41
2434.91149460522,241
2435.21149460522,41
2435.41149460522,241
2435.61149460522,41
2435.81149460522,41
2436.01149460522,241
2436.21149460522,41
2436.41149460522,41
2436.61149460522,241
2436.81149460522,41
2437.01149460522,41
2437.21149460522,241
2437.41149460522,41
2437.61149460522,41
2437.81149460522,241
2438.01149460522,41
2438.21149460522,41
2438.41149460522,241
