LTE,212,10,12603,4237,0,7.4255,43.7399,1000,13,1,1458931131,1730763362,0
LTE,212,10,12603,6258,0,7.4187,43.7322,1000,23,1,1458931131,1730561163,0
LTE,212,10,12603,6517,0,7.4336,43.7462,1934,12,1,1447521290,1730913962,0
LTE,212,10,12603,4252,0,7.4382,43.7447,2661,11,1,1458931131,1730763362,0
LTE,212,10,12603,6259,0,7.4172,43.7347,1155,21,1,1458931131,1729440901,0
LTE,212,10,12603,4238,0,7.425,43.7369,1000,10,1,1458931131,1730763362,0
LTE,212,10,12603,14227,0,7.4158,43.7291,1000,18,1,1458931131,1730582101,0
LTE,212,10,12603,4239,0,7.4223,43.7383,1000,16,1,1458931131,1728918733,0
LTE,212,10,12603,6516,0,7.4178,43.7362,2429,15,1,1455026172,1730763362,0
LTE,212,10,12603,3730,0,7.421,43.7281,1085,37,1,1458931131,1713977103,0
LTE,212,10,12603,2971,0,7.4198,43.7346,1679,29,1,1458931131,1730561163,0
LTE,212,10,12603,2919,0,7.4207,43.7355,1000,23,1,1458931131,1730042223,0
LTE,212,10,12603,6257,0,7.4199,43.7386,500,28,1,1458931131,1729695843,0
UMTS,212,10,12603,278386,39,7.4275,43.7388,1000,8,1,1458967765,1728579423,0
UMTS,212,10,12603,273186,2,7.4301,43.7435,680,50,1,1458967765,1728579423,0
UMTS,212,10,12603,274886,4,7.4335,43.7467,1000,22,1,1458967765,1728666184,0
UMTS,212,10,12603,273255,6,7.42,43.7346,1000,14,1,1458967765,1728746583,0
UMTS,212,10,12603,273585,168,7.414,43.7296,1000,18,1,1458967765,1728746583,0
UMTS,212,10,12603,274556,20,7.4194,43.729,536,27,1,1458967765,1728746583,0
UMTS,212,10,12603,277685,199,7.4154,43.7292,1000,18,1,1458967765,1728746584,0
UMTS,212,10,12603,274555,19,7.4328,43.7414,4073,20,1,1458967765,1729702442,0
UMTS,212,10,12603,274856,4,7.4333,43.7466,840,30,1,1458967765,1728746583,0
LTE,212,10,12603,6028,0,7.4309,43.737,4164,8,1,1460289918,1704208383,0
LTE,212,10,12603,7030,0,7.4363,43.7486,1000,24,1,1460289918,1730913962,0
LTE,212,10,12603,10106,0,7.4456,43.7519,1891,17,1,1460289918,1729785846,0
LTE,212,10,12603,7065,0,7.4368,43.7491,1000,23,1,1460289918,1730763361,0
UMTS,212,10,12603,273557,22,7.4226,43.7288,1000,5,1,1462136868,1726679587,0
UMTS,212,10,12603,274456,31,7.4222,43.7331,1000,13,1,1462136868,1728746583,0
UMTS,212,10,12603,278356,39,7.4262,43.7404,1000,9,1,1462325854,1719068827,0
LTE,212,10,12603,2921,0,7.419,43.7349,1000,8,1,1462694856,1727285947,0
UMTS,212,10,12603,274585,19,7.4242,43.7402,1796,19,1,1463465226,1728579423,0
LTE,212,10,12603,2661,0,7.4337,43.7475,1227,22,1,1463581207,1730913962,0
UMTS,212,10,12603,273987,18,7.4302,43.74,2119,10,1,1464378857,1726667364,0
UMTS,212,10,12603,273957,18,7.4301,43.7394,2176,50,1,1464416697,1728228548,0
UMTS,212,10,12603,273156,2,7.4304,43.7442,1000,22,1,1464416697,1729882562,0
LTE,212,10,12603,10107,0,7.4349,43.7471,1000,20,1,1464834513,1730913962,0
UMTS,212,10,12603,274905,3,7.4383,43.7503,1000,13,1,1465286790,1729783921,0
UMTS,212,10,12603,273196,2,7.43,43.7443,1000,18,1,1466711445,1720446669,0
UMTS,212,10,12603,273805,13,7.4242,43.7388,1000,5,1,1466930799,1720816381,0
UMTS,212,10,12603,279499,50,7.4201,43.7315,1000,15,1,1467753625,1729098003,0
UMTS,212,10,12603,273295,6,7.4343,43.7388,4060,10,1,1467913776,1720816327,0
UMTS,212,10,12603,279295,42,7.4257,43.731,5013,16,1,1467913776,1726589048,0
UMTS,212,10,12603,276284,237,7.4197,43.7319,1000,3,1,1468427632,1728746583,0
LTE,212,10,12603,4716,0,7.4283,43.7388,788,26,1,1468552060,1730130270,0
LTE,212,10,12603,2662,0,7.4309,43.744,1000,21,1,1468552060,1730763362,0
LTE,212,10,12603,7031,0,7.434,43.7472,1000,15,1,1468552060,1730913962,0
UMTS,212,10,12603,279305,42,7.4184,43.7273,1151,19,1,1469128934,1729608422,0
LTE,212,10,12603,6027,0,7.4228,43.7337,1000,10,1,1469758549,1730042223,0
UMTS,212,10,12603,279055,156,7.4172,43.7302,500,25,1,1470115152,1728575222,0
LTE,212,10,12603,7032,0,7.4353,43.7482,500,25,1,1470499828,1730913962,0
